"year","month","day","hour","windspeed_10m","temperature","radiation_direct_horizontal","radiation_diffuse_horizontal","load_entsoe_power_statistics","load_entsoe_transparency","solar_generation_actual","wind_onshore_generation_actual"
2015,1,17,3,4.12,2.544,0,0,6548,5924,0,1532
2015,1,17,4,4.02,2.467,0,0,6929,6224,0,1523
2015,1,17,5,3.78,2.45,0,0,7445,6447,0,1610
2015,1,17,6,3.5,2.319,0.0146936154676,1.05590638453,8253,7091,1,1579
2015,1,17,7,3.17,2.363,0.420065658717,21.6280343413,8837,7575,9,1302
2015,1,17,8,2.9,2.849,1.45317080341,55.1181291966,9163,7904,30,940
2015,1,17,9,2.73,3.427,3.0286474035,88.5110525965,9358,8004,58,591
2015,1,17,10,2.5,3.817,3.99175968378,105.978740316,9364,7950,81,246
2015,1,17,11,2.33,4.014,4.20164446304,108.449955537,8986,7569,88,134
2015,1,17,12,2.3,3.979,3.33763081677,92.9604691832,8745,7622,77,127
2015,1,17,13,2.18,3.606,1.68384663626,60.3799533637,8767,7011,55,135
2015,1,17,14,1.93,2.841,0.40489453092,22.3875054691,8815,7209,30,169
2015,1,17,15,1.88,2.026,0.0194673565887,1.47913264341,9109,7318,8,221
2015,1,17,16,2.02,1.574,0,0,9322,7341,0,314
2015,1,17,17,2.12,1.212,0,0,8979,7612,0,401
2015,1,17,18,2.26,0.707,0,0,8482,7280,0,447
2015,1,17,19,2.49,0.227,0,0,8032,7294,0,518
2015,1,17,20,2.5,-0.109,0,0,7626,7066,0,507
2015,1,17,21,2.23,-0.38,0,0,7594,7098,0,493
2015,1,17,22,2.2,-0.637,0,0,7127,6791,0,416
2015,1,17,23,2.2,-0.886,0,0,6743,6536,0,366
2015,1,18,0,2.03,-1.116,0,0,6396,6175,0,404
2015,1,18,1,1.92,-1.188,0,0,6258,6069,0,336
2015,1,18,2,1.82,-1.25,0,0,6158,5918,0,351
2015,1,18,3,1.71,-1.339,0,0,6172,5916,0,363
2015,1,18,4,1.62,-1.521,0,0,6339,6111,0,298
2015,1,18,5,1.55,-1.716,0,0,6597,6310,0,240
2015,1,18,6,1.54,-1.884,0.143059822296,2.4693401777,7175,6779,0,219
2015,1,18,7,1.64,-1.197,6.81603935498,47.075560645,7661,7125,7,170
2015,1,18,8,1.75,0.093,32.3562016848,105.444798315,8042,7435,28,130
2015,1,18,9,1.71,1.38,61.5862695151,141.845530485,8376,7795,57,86
2015,1,18,10,1.76,2.241,105.415364059,155.485835941,8434,7888,82,75
2015,1,18,11,1.7,2.767,117.271998325,152.023501675,8077,7746,95,32
2015,1,18,12,1.59,2.933,99.299176967,136.524023033,7813,7504,94,28
2015,1,18,13,1.51,2.712,59.0138661476,107.091133852,7717,7309,76,24
2015,1,18,14,1.28,1.519,14.6817181782,55.6361818218,7809,6994,45,40
2015,1,18,15,1.68,-0.652,0.622442446178,4.80865755382,8323,7087,14,86
2015,1,18,16,1.87,-1.632,0,0,8642,7534,1,88
2015,1,18,17,1.92,-2.141,0,0,8721,7421,0,97
2015,1,18,18,1.85,-2.434,0,0,8397,7422,0,68
2015,1,18,19,1.72,-2.644,0,0,8062,7162,0,34
2015,1,18,20,1.59,-2.844,0,0,7752,6883,0,19
2015,1,18,21,1.47,-2.96,0,0,7790,6910,0,17
2015,1,18,22,1.43,-3.196,0,0,7286,7094,0,16
2015,1,18,23,1.53,-3.502,0,0,7077,6131,0,15
2015,1,19,0,1.56,-3.678,0,0,6832,5824,0,15
2015,1,19,1,1.56,-3.76,0,0,6708,5472,0,14
2015,1,19,2,1.59,-3.799,0,0,6632,5304,0,12
2015,1,19,3,1.52,-3.789,0,0,7097,5580,0,15
2015,1,19,4,1.45,-3.823,0,0,8083,5738,0,19
2015,1,19,5,1.34,-3.868,0,0,9525,6436,0,17
2015,1,19,6,1.29,-3.894,0.342276056205,3.2129239438,10539,8040,0,23
2015,1,19,7,1.3,-3.1,16.5640072424,50.8217927576,10749,8442,5,14
2015,1,19,8,1.13,-1.322,91.1002935018,88.8022064982,10826,8018,23,4
2015,1,19,9,1.04,0.594,188.385860834,91.421539166,10893,7672,48,3
2015,1,19,10,1.06,1.872,268.303275153,80.4378248467,10799,7965,72,2
2015,1,19,11,1.03,2.55,278.476761514,76.432538486,10483,7450,85,1
2015,1,19,12,1.02,2.771,232.751924403,74.3960755968,10426,7694,84,2
2015,1,19,13,0.98,2.464,138.712017112,72.4230828885,10343,7653,70,2
2015,1,19,14,1.03,0.962,35.6064076768,52.5402923232,10390,7832,41,1
2015,1,19,15,1.59,-1.149,1.20248654266,5.38451345734,10780,8113,12,2
2015,1,19,16,1.88,-2.257,0,0,11084,8312,1,7
2015,1,19,17,2.01,-2.941,0,0,10828,8309,0,8
2015,1,19,18,2.06,-3.357,0,0,10118,8016,0,8
2015,1,19,19,2.1,-3.621,0,0,9384,6750,0,18
2015,1,19,20,2.09,-3.785,0,0,8740,5834,0,22
2015,1,19,21,2.09,-3.838,0,0,8508,5494,0,25
2015,1,19,22,2.07,-3.943,0,0,7966,5021,0,37
2015,1,19,23,2.09,-3.998,0,0,7665,6656,0,59
2015,1,20,0,2.07,-3.901,0,0,7418,6418,0,91
2015,1,20,1,2.13,-3.682,0,0,7303,6234,0,129
2015,1,20,2,2.19,-3.489,0,0,7186,6095,0,182
2015,1,20,3,2.3,-3.384,0,0,7500,6342,0,204
2015,1,20,4,2.32,-3.315,0,0,8399,6938,0,222
2015,1,20,5,2.28,-3.176,0,0,9818,7732,0,237
2015,1,20,6,2.31,-2.975,0.0596529945877,2.16044700541,10737,8226,0,236
2015,1,20,7,2.5,-2.347,1.41368720011,33.1016127999,10932,8555,3,310
2015,1,20,8,2.55,-1.352,5.4189129023,80.3511870977,10909,8524,15,381
2015,1,20,9,2.71,-0.251,14.5903446638,129.335555336,11015,8545,33,437
2015,1,20,10,2.76,0.769,31.97420543,166.11249457,10991,8338,51,528
2015,1,20,11,2.69,1.448,43.0867596973,171.975840303,10642,8262,64,528
2015,1,20,12,2.51,1.714,40.9546354549,153.412864545,10575,8141,69,554
2015,1,20,13,2.14,1.5,29.2076733504,115.69242665,10561,8148,60,494
2015,1,20,14,1.65,0.444,9.44001761947,57.6685823805,10521,8202,37,302
2015,1,20,15,1.58,-0.906,0.543935103788,5.64606489621,10782,8279,11,260
2015,1,20,16,1.48,-1.366,0,0,11129,8483,1,256
2015,1,20,17,1.34,-1.69,0,0,10860,8572,0,206
2015,1,20,18,1.34,-2.044,0,0,10179,8163,0,160
2015,1,20,19,1.33,-2.338,0,0,9494,7844,0,80
2015,1,20,20,1.3,-2.584,0,0,8733,7505,0,46
2015,1,20,21,1.29,-2.771,0,0,8638,7443,0,52
2015,1,20,22,1.32,-2.913,0,0,8081,6948,0,56
2015,1,20,23,1.43,-3.145,0,0,7842,4553,0,69
2015,1,21,0,1.57,-3.5,0,0,7633,4357,0,106
2015,1,21,1,1.69,-3.931,0,0,7384,4022,0,105
2015,1,21,2,1.78,-4.244,0,0,7445,3767,0,95
2015,1,21,3,1.82,-4.42,0,0,7905,3970,0,86
2015,1,21,4,1.83,-4.521,0,0,8867,4602,0,101
2015,1,21,5,1.83,-4.626,0,0,10233,6310,0,87
2015,1,21,6,1.8,-4.675,0.935272277203,4.6915277228,10679,7976,0,91
2015,1,21,7,1.92,-3.409,34.7894650761,52.1550349239,10731,8613,11,70
2015,1,21,8,1.73,-1.31,122.169997662,79.476602338,10793,8447,39,32
2015,1,21,9,1.72,0.505,205.04473192,88.5077680801,10819,8058,76,11
2015,1,21,10,2.05,1.868,234.351535756,99.1175642445,10621,7948,107,17
2015,1,21,11,2.29,2.71,221.55777118,105.62662882,10431,7726,126,24
2015,1,21,12,2.5,3.056,179.207582274,102.593817726,10310,7620,123,27
2015,1,21,13,2.57,2.773,101.645276821,92.1114231789,10257,7706,96,64
2015,1,21,14,2.22,1.367,27.6533295541,57.6315704459,10253,7846,55,113
2015,1,21,15,2.43,-0.716,1.03311572529,6.08738427471,10619,7934,17,118
2015,1,21,16,2.62,-1.266,0,0,10732,8088,2,180
2015,1,21,17,2.71,-1.278,0,0,10304,8475,0,263
2015,1,21,18,2.72,-1.295,0,0,9745,8048,0,341
2015,1,21,19,2.72,-1.297,0,0,9086,6841,0,325
2015,1,21,20,2.71,-1.298,0,0,8817,5725,0,343
2015,1,21,21,2.71,-1.251,0,0,8408,5867,0,372
2015,1,21,22,2.71,-1.237,0,0,8129,5448,0,438
2015,1,21,23,2.71,-1.183,0,0,7502,4884,0,475
2015,1,22,0,2.7,-1.109,0,0,7289,4797,0,470
2015,1,22,1,2.66,-1.072,0,0,7080,4713,0,496
2015,1,22,2,2.64,-1.032,0,0,7008,4640,0,484
2015,1,22,3,2.63,-0.976,0,0,7304,4589,0,481
2015,1,22,4,2.65,-0.965,0,0,8214,5086,0,458
2015,1,22,5,2.69,-0.959,0,0,9562,6371,0,424
2015,1,22,6,2.62,-0.998,0.0802115084557,2.56938849154,10483,8068,1,381
2015,1,22,7,2.69,-0.304,3.31205108238,44.0441489176,10660,7862,9,389
2015,1,22,8,2.82,0.982,16.736401949,104.909298051,10785,7672,32,435
2015,1,22,9,2.75,2.089,40.7657944558,151.442405544,10791,7739,62,434
2015,1,22,10,2.64,3.06,62.8261846316,173.558515368,10715,7658,90,421
2015,1,22,11,2.62,3.759,73.2385805804,174.03261942,10438,7919,110,399
2015,1,22,12,2.61,3.999,63.110346661,155.457453339,10306,7848,112,448
2015,1,22,13,2.53,3.664,35.5687711912,117.549728809,10281,7685,89,424
2015,1,22,14,2.23,2.569,10.390555847,59.822544153,10234,7700,50,428
2015,1,22,15,2.13,1.03,0.565750251681,6.28924974832,10584,7780,14,440
2015,1,22,16,2.17,0.56,0,0,10860,8229,1,374
2015,1,22,17,2.13,0.377,0,0,10532,7784,0,263
2015,1,22,18,2.04,0.231,0,0,9884,7905,0,216
2015,1,22,19,1.97,0.043,0,0,9209,7589,0,196
2015,1,22,20,1.85,-0.208,0,0,8603,6872,0,161
2015,1,22,21,1.77,-0.455,0,0,8379,6574,0,70
2015,1,22,22,1.68,-0.723,0,0,7875,6475,0,24
2015,1,22,23,1.61,-0.905,0,0,7396,6104,0,11
2015,1,23,0,1.61,-0.987,0,0,7113,5842,0,9
2015,1,23,1,1.79,-1.026,0,0,6986,5782,0,13
2015,1,23,2,1.97,-1.158,0,0,6903,5602,0,25
2015,1,23,3,2.19,-1.27,0,0,7199,5780,0,97
2015,1,23,4,2.42,-1.353,0,0,8120,6064,0,238
2015,1,23,5,2.68,-1.47,0,0,9556,6575,0,368
2015,1,23,6,2.86,-1.562,0.107499899595,3.37470010041,10373,7585,0,541
2015,1,23,7,3.32,-1.024,2.3517537481,42.7639462519,10738,7801,10,726
2015,1,23,8,3.64,-0.167,7.28214873273,92.6516512673,10848,7922,32,937
2015,1,23,9,4.02,0.712,12.9282768627,133.052623137,10984,8152,63,1017
2015,1,23,10,4.35,1.351,14.6783599018,150.340240098,10813,8151,90,1179
2015,1,23,11,4.68,1.735,14.657220093,150.806879907,10610,8152,104,1254
2015,1,23,12,4.97,1.882,13.9652012558,137.054698744,10470,7545,98,1379
2015,1,23,13,5.02,1.718,9.84625150752,102.983848492,10328,7360,76,1510
2015,1,23,14,4.8,1.12,3.12462853383,49.0060714662,10297,7075,46,1620
2015,1,23,15,4.84,0.261,0.184212180669,4.96448781933,10570,7804,15,1629
2015,1,23,16,5.12,-0.265,0,0,10772,8087,1,1615
2015,1,23,17,5.12,-0.667,0,0,10415,7969,0,1636
2015,1,23,18,5.06,-1.038,0,0,9745,7587,0,1636
2015,1,23,19,5.08,-1.359,0,0,9088,7057,0,1677
2015,1,23,20,5.1,-1.626,0,0,8430,6372,0,1728
2015,1,23,21,5.03,-1.851,0,0,8371,6777,0,1711
2015,1,23,22,4.97,-2.05,0,0,7890,6348,0,1725
2015,1,23,23,4.97,-2.244,0,0,7489,6248,0,1729
2015,1,24,0,4.99,-2.441,0,0,7196,5952,0,1693
2015,1,24,1,4.99,-2.612,0,0,6971,6033,0,1671
2015,1,24,2,4.98,-2.728,0,0,6811,5792,0,1632
2015,1,24,3,4.92,-2.83,0,0,6881,5924,0,1644
2015,1,24,4,4.86,-2.941,0,0,7252,6033,0,1674
2015,1,24,5,4.8,-3.068,0,0,7689,6256,0,1634
2015,1,24,6,4.77,-3.209,0.163270251712,4.12622974829,8548,6747,0,1715
2015,1,24,7,5.06,-2.753,4.06650405508,50.4420959449,9057,7038,7,1734
2015,1,24,8,5.45,-1.808,14.8752250907,109.630774909,9445,6948,24,1755
2015,1,24,9,5.64,-1.018,22.5454789628,148.652621037,9599,6600,46,1732
2015,1,24,10,5.64,-0.485,24.2228675137,166.983832486,9570,6594,65,1718
2015,1,24,11,5.63,-0.136,19.3728419264,160.295758074,9266,6638,75,1671
2015,1,24,12,5.55,-0.005,14.4546013331,138.616098667,9074,6570,74,1612
2015,1,24,13,5.31,-0.178,7.16144875323,95.3880512468,8912,6427,59,1535
2015,1,24,14,4.84,-0.723,1.82467804564,41.6992219544,8892,6496,35,1502
2015,1,24,15,4.51,-1.508,0.113906349505,4.2709936505,9203,6558,10,1563
2015,1,24,16,4.63,-1.963,0,0,9447,6806,1,1620
2015,1,24,17,4.83,-2.2,0,0,9098,6976,0,1613
2015,1,24,18,5,-2.401,0,0,8611,6776,0,1637
2015,1,24,19,5.17,-2.557,0,0,8225,6632,0,1661
2015,1,24,20,5.33,-2.715,0,0,7756,6450,0,1699
2015,1,24,21,5.49,-2.849,0,0,7776,6429,0,1715
2015,1,24,22,5.65,-2.95,0,0,7277,6174,0,1690
2015,1,24,23,5.76,-3.058,0,0,6958,6133,0,1675
2015,1,25,0,5.78,-3.184,0,0,6657,5600,0,1697
2015,1,25,1,5.81,-3.315,0,0,6528,5791,0,1664
2015,1,25,2,5.83,-3.413,0,0,6349,5517,0,1606
2015,1,25,3,5.79,-3.457,0,0,6380,5326,0,1605
2015,1,25,4,5.67,-3.493,0,0,6508,5425,0,1589
2015,1,25,5,5.55,-3.5,0,0,6760,5842,0,1593
2015,1,25,6,5.43,-3.467,0.0331732865646,2.21472671344,7374,6238,0,1583
2015,1,25,7,5.42,-3.107,0.542393977451,25.9422060225,7882,6447,6,1592
2015,1,25,8,5.52,-2.456,1.88012901394,62.7824709861,8368,6888,22,1606
2015,1,25,9,5.83,-1.785,4.29927908677,101.769320913,8643,6801,42,1624
2015,1,25,10,6,-1.219,7.28177632905,130.795423671,8745,6966,58,1643
2015,1,25,11,6.03,-0.832,9.7136369697,142.38886303,8340,6306,67,1582
2015,1,25,12,5.9,-0.669,10.4855393102,134.00546069,8131,6508,66,1571
2015,1,25,13,5.67,-0.758,7.63136740851,101.573932591,7993,6249,54,1521
2015,1,25,14,5.17,-1.187,2.61398833278,49.5807116672,8044,6304,34,1521
2015,1,25,15,4.86,-1.891,0.187538829137,5.74956117086,8352,6374,11,1560
2015,1,25,16,4.78,-2.328,0,0,8881,6565,1,1607
2015,1,25,17,4.62,-2.564,0,0,8977,6961,0,1534
2015,1,25,18,4.5,-2.702,0,0,8679,7096,0,1317
2015,1,25,19,4.3,-2.811,0,0,8188,6540,0,1193
2015,1,25,20,4.12,-2.933,0,0,7934,6213,0,1252
2015,1,25,21,3.96,-3.034,0,0,7947,6536,0,1198
2015,1,25,22,3.76,-3.179,0,0,7518,6371,0,1104
2015,1,25,23,3.58,-3.387,0,0,7212,6230,0,1025
2015,1,26,0,3.43,-3.721,0,0,6986,6126,0,876
2015,1,26,1,3.3,-4.105,0,0,6983,6018,0,762
2015,1,26,2,3.17,-4.476,0,0,6840,5958,0,656
2015,1,26,3,3.04,-4.775,0,0,7292,6062,0,633
2015,1,26,4,2.9,-5.017,0,0,8270,6508,0,692
2015,1,26,5,2.83,-5.199,0,0,9696,7340,0,641
2015,1,26,6,2.77,-5.232,0.815257551633,6.75224244837,10439,8357,0,618
2015,1,26,7,2.94,-4.082,18.7349562468,61.7838437532,10700,8516,11,470
2015,1,26,8,3.14,-2.307,78.1942606288,107.889639371,10759,8491,39,362
2015,1,26,9,3.4,-0.966,148.118129619,125.643270381,10783,8319,77,316
2015,1,26,10,3.33,-0.22,196.373715437,129.322084563,10731,8229,108,225
2015,1,26,11,3.12,0.221,202.70088429,127.17911571,10438,8125,123,189
2015,1,26,12,2.86,0.402,174.371653773,117.081446227,10470,8177,117,215
2015,1,26,13,2.48,0.218,110.817037146,100.489862854,10332,7968,94,195
2015,1,26,14,1.61,-0.827,28.6817090176,66.2218909824,10320,7906,57,118
2015,1,26,15,1.41,-2.343,1.464790054,9.239009946,10589,8162,18,67
2015,1,26,16,1.46,-3.074,0,0,11241,8649,2,37
2015,1,26,17,1.7,-3.716,0,0,10994,8833,0,30
2015,1,26,18,1.97,-4.435,0,0,10258,8252,0,39
2015,1,26,19,2.23,-5.048,0,0,9596,7435,0,80
2015,1,26,20,2.42,-5.478,0,0,8947,6710,0,143
2015,1,26,21,2.48,-5.607,0,0,8820,6830,0,188
2015,1,26,22,2.56,-5.601,0,0,8248,6347,0,295
2015,1,26,23,2.71,-5.481,0,0,7862,6332,0,458
2015,1,27,0,2.79,-5.256,0,0,7559,6125,0,452
2015,1,27,1,2.85,-4.915,0,0,7352,5966,0,391
2015,1,27,2,2.99,-4.421,0,0,7299,5603,0,410
2015,1,27,3,3.13,-4.04,0,0,7603,5682,0,435
2015,1,27,4,3.22,-3.685,0,0,8504,6220,0,332
2015,1,27,5,3.38,-3.382,0,0,9849,7026,0,197
2015,1,27,6,3.32,-3.226,0.0702039356559,3.33349606434,10617,7931,0,269
2015,1,27,7,3.52,-2.579,1.68236540557,40.9065345944,10830,7835,8,303
2015,1,27,8,3.84,-1.545,7.12118128786,96.3356187121,10907,7741,27,309
2015,1,27,9,4.35,-0.652,14.8111151194,141.867084881,11048,7874,54,354
2015,1,27,10,4.77,-0.001,20.6472249574,166.723575043,10935,8355,80,433
2015,1,27,11,4.82,0.389,25.4923800833,174.820019917,10642,8149,94,483
2015,1,27,12,4.64,0.486,21.3732606881,155.346539312,10525,7817,97,524
2015,1,27,13,4.37,0.207,9.63581835037,106.23058165,10457,7778,82,637
2015,1,27,14,4.06,-0.471,3.01938023176,52.1209197682,10429,7585,48,754
2015,1,27,15,3.81,-1.383,0.183742584879,5.99025741512,10718,7916,15,755
2015,1,27,16,3.66,-1.963,0,0,11065,8292,1,752
2015,1,27,17,3.53,-2.353,0,0,10868,8072,0,758
2015,1,27,18,3.35,-2.778,0,0,10131,7988,0,778
2015,1,27,19,3.19,-3.161,0,0,9368,7818,0,723
2015,1,27,20,3.12,-3.47,0,0,8652,7129,0,659
2015,1,27,21,3.08,-3.686,0,0,8509,7160,0,698
2015,1,27,22,3.09,-3.864,0,0,7972,6820,0,625
2015,1,27,23,3.1,-3.964,0,0,7525,7054,0,653
2015,1,28,0,3.2,-4.064,0,0,7250,6443,0,607
2015,1,28,1,3.29,-4.21,0,0,7130,6386,0,577
2015,1,28,2,3.41,-4.319,0,0,7033,6234,0,564
2015,1,28,3,3.51,-4.43,0,0,7362,6373,0,594
2015,1,28,4,3.58,-4.507,0,0,8381,6919,0,748
2015,1,28,5,3.52,-4.605,0,0,9781,7680,0,706
2015,1,28,6,3.38,-4.732,2.0482973195,8.9197026805,10547,8246,0,626
2015,1,28,7,3.52,-3.663,37.230521028,61.797578972,10727,8122,13,530
2015,1,28,8,3.77,-1.836,121.240061027,91.260538973,10744,8006,45,420
2015,1,28,9,4.13,-0.298,220.951511537,92.9318884631,10819,8403,93,324
2015,1,28,10,4,0.533,295.00120681,84.74299319,10698,8553,129,258
2015,1,28,11,3.58,0.981,301.460404171,82.350695829,10436,8440,127,188
2015,1,28,12,3.21,1.154,258.951712676,78.9321873237,10381,8490,116,150
2015,1,28,13,2.81,0.955,167.860172529,75.5734274706,10305,8402,96,195
2015,1,28,14,2.1,-0.187,53.7323245483,60.9125754517,10339,8100,60,342
2015,1,28,15,2.33,-2.602,4.53185235839,11.7419476416,10661,8191,21,353
2015,1,28,16,2.71,-4.194,0,0,11231,8514,2,346
2015,1,28,17,2.98,-5.286,0,0,10995,8506,0,285
2015,1,28,18,3.25,-6.005,0,0,10300,8040,0,453
2015,1,28,19,3.58,-6.174,0,0,9620,7741,0,812
2015,1,28,20,3.98,-5.917,0,0,8998,6917,0,1242
2015,1,28,21,4.2,-5.491,0,0,8840,6796,0,1493
2015,1,28,22,4.32,-5.185,0,0,8191,6123,0,1478
2015,1,28,23,4.41,-4.783,0,0,7752,7209,0,1478
2015,1,29,0,4.33,-4.27,0,0,7534,6659,0,1634
2015,1,29,1,4.16,-3.711,0,0,7307,6547,0,1586
2015,1,29,2,3.91,-3.185,0,0,7204,6492,0,1295
2015,1,29,3,3.57,-2.836,0,0,7500,6669,0,1003
2015,1,29,4,3.15,-2.683,0,0,8368,6900,0,712
2015,1,29,5,2.85,-2.597,0,0,9749,7379,0,523
2015,1,29,6,2.55,-2.639,0.065701814052,3.46989818595,10563,7995,0,443
2015,1,29,7,2.51,-2.218,1.3738515038,38.9082484962,10851,8326,7,381
2015,1,29,8,2.67,-1.28,6.21917035681,94.1117296432,10987,8537,26,301
2015,1,29,9,2.76,-0.512,16.0895596047,146.154040395,11104,8705,50,228
2015,1,29,10,2.84,0.083,29.9957234098,180.59427659,11062,8471,74,171
2015,1,29,11,2.84,0.556,42.0781840012,189.927715999,10783,8304,91,121
2015,1,29,12,2.6,0.776,37.8757090102,170.17459099,10638,8212,90,132
2015,1,29,13,2.14,0.674,24.1058950342,128.812004966,10441,7707,71,147
2015,1,29,14,1.91,-0.137,9.06952126118,70.2713787388,10363,7497,44,203
2015,1,29,15,2.39,-1.851,0.567077223984,10.432522776,10629,8055,15,332
2015,1,29,16,2.97,-2.754,0,0,11100,8011,2,415
2015,1,29,17,3.35,-2.969,0,0,10782,8019,0,386
2015,1,29,18,3.67,-3.07,0,0,10122,7330,0,448
2015,1,29,19,4.06,-3.083,0,0,9419,7215,0,671
2015,1,29,20,4.38,-3.085,0,0,8722,6711,0,941
2015,1,29,21,4.46,-3.048,0,0,8565,6826,0,1141
2015,1,29,22,4.58,-2.934,0,0,8032,6972,0,1342
2015,1,29,23,4.85,-2.756,0,0,7635,6215,0,1461
2015,1,30,0,4.89,-2.598,0,0,7348,5982,0,1581
2015,1,30,1,4.89,-2.486,0,0,7179,5860,0,1579
2015,1,30,2,4.71,-2.503,0,0,7075,6156,0,1519
2015,1,30,3,4.47,-2.489,0,0,7399,6276,0,1445
2015,1,30,4,4.19,-2.489,0,0,8292,6395,0,1505
2015,1,30,5,3.95,-2.505,0,0,9587,7123,0,1329
2015,1,30,6,3.66,-2.455,0.0362053869946,2.99039461301,10443,7730,0,1095
2015,1,30,7,3.56,-2.158,0.344503659688,23.2330963403,10812,7757,9,977
2015,1,30,8,3.61,-1.576,1.07120641322,54.2395935868,10941,7334,30,496
2015,1,30,9,3.55,-1.288,2.12803194793,84.8996680521,11154,7156,49,267
2015,1,30,10,4,-1.281,3.24419481665,108.083005183,11022,7220,59,195
2015,1,30,11,4.55,-1.455,3.11631435713,105.987685643,10694,7130,58,196
2015,1,30,12,5,-1.586,3.22449672166,100.988903278,10471,7140,54,560
2015,1,30,13,5.3,-1.847,2.60373696091,79.4311630391,10356,7009,44,767
2015,1,30,14,5.21,-2.314,1.56067531601,47.556424684,10204,7200,29,1063
2015,1,30,15,4.76,-3.112,0.158029617662,7.37217038234,10563,7370,12,1379
2015,1,30,16,4.61,-3.794,9.98531927818e-07,9.90014680722e-05,10981,7216,2,1388
2015,1,30,17,4.52,-4.193,0,0,10510,6898,0,1250
2015,1,30,18,4.24,-4.576,0,0,9843,6375,0,1336
2015,1,30,19,4.16,-4.934,0,0,9175,6400,0,1355
2015,1,30,20,4.03,-5.305,0,0,8517,5538,0,1286
2015,1,30,21,3.89,-5.782,0,0,8550,5701,0,1298
2015,1,30,22,3.8,-6.076,0,0,8026,5258,0,1345
2015,1,30,23,3.73,-6.249,0,0,7649,5800,0,1321
2015,1,31,0,3.8,-6.291,0,0,7321,5770,0,1136
2015,1,31,1,3.88,-6.376,0,0,7022,5663,0,961
2015,1,31,2,3.93,-6.523,0,0,6870,5513,0,578
2015,1,31,3,3.84,-6.671,0,0,6876,5768,0,334
2015,1,31,4,3.68,-6.874,0,0,7253,5898,0,337
2015,1,31,5,3.54,-7.065,0,0,7679,5949,0,387
2015,1,31,6,3.4,-7.091,3.51675166698,11.938148333,8337,6680,1,354
2015,1,31,7,3.37,-5.554,53.8725180155,63.7337819845,8846,6701,11,433
2015,1,31,8,3.36,-2.93,161.252441914,82.3796580861,9072,6663,35,415
2015,1,31,9,3.55,-1.136,264.880507164,82.3217928362,9180,6034,71,206
2015,1,31,10,3.4,-0.249,331.841369176,78.2265308237,9063,6038,109,56
2015,1,31,11,3.31,0.268,313.081571908,86.8216280917,8725,6452,127,80
2015,1,31,12,3.15,0.466,229.044527893,100.973172107,8546,6567,120,152
2015,1,31,13,2.66,0.311,128.521575839,100.266524161,8414,6233,89,367
2015,1,31,14,2.02,-0.579,50.0943043507,70.0580956493,8440,6443,51,388
2015,1,31,15,2.17,-2.721,3.1505542656,15.0295457344,8689,6465,18,324
2015,1,31,16,2.12,-3.912,1.46318254403e-05,0.00048536817456,9413,7010,2,224
2015,1,31,17,2.04,-4.6,0,0,9212,6654,0,210
2015,1,31,18,2.06,-5.274,0,0,8735,6508,0,178
2015,1,31,19,2.05,-5.846,0,0,8205,6361,0,126
2015,1,31,20,2,-6.227,0,0,7743,6405,0,101
2015,1,31,21,2.01,-6.49,0,0,7815,6125,0,120
2015,1,31,22,1.98,-6.571,0,0,7388,5697,0,117
2015,1,31,23,1.89,-6.562,0,0,7034,6396,0,115
2015,2,1,0,1.8,-6.583,0,0,6749,6241,0,131
2015,2,1,1,1.76,-6.728,0,0,6604,6126,0,119
2015,2,1,2,1.71,-6.8,0,0,6365,5983,0,89
2015,2,1,3,1.75,-6.809,0,0,6340,5966,0,56
2015,2,1,4,1.83,-6.929,0,0,6533,6004,0,56
2015,2,1,5,1.88,-6.997,0,0,6735,6076,0,65
2015,2,1,6,1.96,-6.849,0.773858100479,10.6333418995,7273,6485,1,63
2015,2,1,7,2.03,-5.718,10.104870731,70.877329269,7846,6888,11,68
2015,2,1,8,2.03,-3.763,30.2769306676,131.944769332,8291,7342,37,51
2015,2,1,9,2.08,-2.157,46.2345206992,173.421479301,8564,7590,72,43
2015,2,1,10,2.15,-1.343,48.4546546071,193.436245393,8526,7721,100,19
2015,2,1,11,2.25,-0.932,39.4485621571,190.155037843,8212,7495,112,19
2015,2,1,12,2.32,-0.788,26.9657328383,165.384367162,7903,7271,105,24
2015,2,1,13,2.13,-0.895,12.6899500397,117.27304996,7825,7107,82,27
2015,2,1,14,1.71,-1.456,3.82334755524,58.8672524448,7774,6959,51,36
2015,2,1,15,1.72,-2.627,0.381104766689,10.2583952333,8178,7106,20,46
2015,2,1,16,1.91,-3.433,7.42984468142e-06,0.000592570155319,8786,7520,3,37
2015,2,1,17,2.03,-3.792,0,0,8768,7786,0,31
2015,2,1,18,2.25,-4.102,0,0,8455,7762,0,47
2015,2,1,19,2.44,-4.366,0,0,8066,7536,0,71
2015,2,1,20,2.61,-4.64,0,0,7786,7188,0,71
2015,2,1,21,2.79,-4.853,0,0,7792,7266,0,164
2015,2,1,22,2.95,-5.031,0,0,7413,6932,0,345
2015,2,1,23,3.04,-5.244,0,0,7080,6873,0,481
2015,2,2,0,3.1,-5.401,0,0,6859,6551,0,421
2015,2,2,1,3.13,-5.612,0,0,6745,6460,0,421
2015,2,2,2,3.13,-5.924,0,0,6723,6485,0,465
2015,2,2,3,3.01,-6.114,0,0,7124,6738,0,477
2015,2,2,4,2.86,-6.249,0,0,8194,7428,0,507
